retrieval,tag,topk,compare,metric,N_pairs,p_raw,p_adj,significant@0.05
BM25only,Baseline_vs_WithContext,3,sequential_top3 - baseline,bleu,233,2.541935308184332e-35,2.541935308184332e-35,True
BM25only,Baseline_vs_WithContext,3,sequential_top3 - baseline,bertscore,233,5.328505247462242e-62,5.328505247462242e-62,True
BM25only,Baseline_vs_WithContext,4,sequential_top4 - baseline,rouge1,233,4.762107019551293e-51,4.762107019551293e-51,True
BM25only,Baseline_vs_WithContext,4,sequential_top4 - baseline,rouge2,233,8.825638861934541e-43,8.825638861934541e-43,True
BM25only,Baseline_vs_WithContext,4,sequential_top4 - baseline,rougeL,233,1.1001798331062696e-34,1.1001798331062696e-34,True
BM25only,Baseline_vs_WithContext,4,sequential_top4 - baseline,bleu,233,2.3134955069094768e-35,2.3134955069094768e-35,True
BM25only,Baseline_vs_WithContext,4,sequential_top4 - baseline,bertscore,233,4.6746768285613664e-60,4.6746768285613664e-60,True
BM25only,Baseline_vs_WithContext,5,sequential_top5 - baseline,rouge1,233,7.691035530863631e-54,7.691035530863631e-54,True
BM25only,Baseline_vs_WithContext,5,sequential_top5 - baseline,rouge2,233,4.9649994207879295e-46,4.9649994207879295e-46,True
BM25only,Baseline_vs_WithContext,5,sequential_top5 - baseline,rougeL,233,5.981606934234505e-37,5.981606934234505e-37,True
BM25only,Baseline_vs_WithContext,5,sequential_top5 - baseline,bleu,233,1.4703956985867716e-36,1.4703956985867716e-36,True
BM25only,Baseline_vs_WithContext,5,sequential_top5 - baseline,bertscore,233,1.8134026414649274e-62,1.8134026414649274e-62,True
