retrieval,tag,topk,compare,metric,N_pairs,p_raw,p_adj,significant@0.05
BM25+ColBERT,RQ2_order_effect,5,reversed - shuffled,rouge1,233,0.02581365320804929,0.05162730641609858,False
BM25+ColBERT,RQ2_order_effect,5,reversed - shuffled,rouge2,233,0.017228523602708528,0.05168557080812558,False
BM25+ColBERT,RQ2_order_effect,5,reversed - shuffled,rougeL,233,0.031586567300287194,0.09475970190086158,False
BM25+ColBERT,RQ2_order_effect,5,reversed - shuffled,bleu,233,0.07583858824456242,0.2275157647336873,False
BM25+ColBERT,RQ2_order_effect,5,reversed - shuffled,bertscore,233,0.057887953372469186,0.17366386011740756,False
BM25+ColBERT,RQ2_order_effect,5,sequential - shuffled,rouge1,233,0.6806276531407298,0.6806276531407298,False
BM25+ColBERT,RQ2_order_effect,5,sequential - shuffled,rouge2,233,0.6244534422085972,0.6244534422085972,False
BM25+ColBERT,RQ2_order_effect,5,sequential - shuffled,rougeL,233,0.666003837505108,0.666003837505108,False
BM25+ColBERT,RQ2_order_effect,5,sequential - shuffled,bleu,233,0.649338951764717,0.649338951764717,False
BM25+ColBERT,RQ2_order_effect,5,sequential - shuffled,bertscore,233,0.2703927388105853,0.5407854776211706,False
